ID;EMPRENDIMENTO;Bairro;Endereço;Nº da unidade;Área Privativa (m2);N˚ Dorms.;Nº Suítes;N˚ Vagas;Ano Const.;Observações;Valor Condomínio;Valor IPTU;Valor de venda (R$);Valor M2 (R$ / m2);Link das Fotos sem marca d´água
602011004-66;Casa;Planalto Paulista;Miruna, 970;x;86;2;0;1;;Ótima casa no Planalto Paulista ;R$ 0,00;R$ 0,00;R$ 550.000,00;R$ 6.395,35;https://drive.google.com/drive/folders/1dsTM_NKdZF7TXwLfgUgRb9vi2iT82emH
601251018-21;Casa;Pinheiros;Abegoaria, nº 108;x;288;5;1;6;1978;Charmosa casa em Pinheiros;x;R$ 1.799,00;R$ 2.490.000,00;R$ 8.645,83;https://drive.google.com/drive/folders/1Flt46AcOH3j2XM6HQUkraZze5AsHHrvY?usp=sharing
602011034-11;Limited Pinheiros ;Pinheiros ;Alves Guimarães, 170;403;34;1;0;0;2019;Lindo apartamento em Pinheiros;R$ 604,00;R$ 77,00;R$ 720.000,00;R$ 21.176,47;https://drive.google.com/drive/folders/1gBG91FHAPa3VuK-x9WWypUzsrtMdUo7_
601181062-6;Advanced Town ;Brooklin Paulista ;Arandu, 481;11;136;4;2;3;2001;Maravilhoso apartamento no Brooklin Paulista ;R$ 2.400,00;R$ 5.832,00;R$ 1.650.000,00;R$ 12.132,35;https://drive.google.com/drive/folders/1Ed3xL7pucSl38U-JHl9UuuKtcoVlZ9vm
601251009-34;L Adresse ;Vila Nova Conceição;Diogo Jacome, 553;71;157;3;3;3;2014;Maravilhoso apartamento na Vila Nova Conceição ;R$ 2.544,00;R$ 11.380,00;R$ 4.690.000,00;R$ 29.872,61;https://drive.google.com/drive/folders/1B3ecrFDZmUJsDlR6ZsyLPiY86MrECXXk
601251091-9;Da Vinci e Michelangelo ;Alto da Mooca;Donatarios, 64;44;61;3;0;1;1988;Lindo apartamento no Alto da Mooca ;R$ 929,00;R$ 550,00;R$ 495.000,00;R$ 8.114,75;https://drive.google.com/drive/folders/12-haHLLiCfdl9zFgEM7Nd7rGM-wfnLHs
601251091-14;Casa;Vila Formosa;Nossa senhora das Dores, 33;x;149;3;1;3;1987;Maravilhosa casa na Vila Formosa;R$ 0,00;R$ 300,00;R$ 573.000,00;R$ 3.845,64;https://drive.google.com/drive/folders/1M8629uCPN2AI4pJmAtLJ1jzraPXp0qQZ
601251099-137;Les Terrasses ;Campo Belo;Edson, 1469;61;251;3;3;5;2004;Maravilhoso apartamento no Campo Belo ;R$ 4.996,00;R$ 2.792,00;R$ 2.580.000,00;R$ 10.278,88;https://drive.google.com/drive/folders/13iXO5DjEHzUGjDbr12UbTtdiaMFC24NT
601251058-17;Ponto comercial/loja;Vila Buarque ;Jaguaribe, 772;loja;28;0;0;0;;Ótimo ponto comercial/loja na Vila Buarque ;R$ 0,00;R$ 0,00;R$ 365.000,00;R$ 13.035,71;https://drive.google.com/drive/folders/1oXaH-O38TQVlTvHQIXfXqJuIXnhcgXlA
601181053-3;Conjunto comercial;Pinheiros;Mourato Coelho, 798;cj 71;58;x;x;1;1998;Excelente conjunto comercial/sala em Pinheiros;R$ 1.650,00;R$ 3.750,00;R$ 525.000,00;R$ 9.051,72;https://drive.google.com/drive/folders/14LLIXNjtYtOSFj31733r5g4avmvRoIP-
601251046-4;Vox Vila Olímpia;Vila Olímpia;Cardoso de Melo, nº 841;178;62;1;1;1;2014;Belo apartamento na Vila Olímpia;R$ 1.087,00;R$ 296,24;R$ 1.440.000,00;R$ 23.225,81;https://drive.google.com/drive/folders/1FAd8RzJ71zK2QVK5WXp0tCS3oGoUy5lc?usp=sharing
601251086-338;Win ;Alto da Boa Vista;Conde de Itu, 120;1109;46;1;0;1;2014;Lindo apartamento no Alto da Boa Vista ;R$ 477,05;R$ 63,89;R$ 499.000,00;R$ 10.847,83;https://drive.google.com/drive/folders/1GhWnwc5UFYkxrcoJKNvMZtZdwqto5AqI
601251021-146;Diego Rivera;Jardins;Consolação, nº 3075;1102;30;1;0;1;1985;Excelente apartamento no Jardins;R$ 815,72;R$ 301,47;R$ 480.000,00;R$ 16.000,00;https://drive.google.com/drive/folders/1QjJQp7SHEpb5vUKbNBWa8scLMs6Pzm_R?usp=sharing
601251090-30;Casa;Planalto (São Bernardo do Campo);Professor Almeida Prado, 225;x;228;3;1;2;;Maravilhosa casa no Planalto (São Bernardo do Campo);R$ 0,00;R$ 2.268,60;R$ 639.000,00;R$ 2.802,63;https://drive.google.com/drive/folders/1mxFGXfLAJyyAN6a3T9fZ88J17TNKub3E
601251010-336;Maxhaus Campo Belo;Campo Belo;Doutor Jesuíno Maciel, 1682;51;69;1;0;2;2013;Lindo apartamento no Campo Belo ;R$ 1.643,00;R$ 3.702,00;R$ 1.095.000,00;R$ 15.869,57;https://drive.google.com/drive/folders/1fMt8-MNFjeQIOhIAVHrN9L6kS5PHw2kH
601351189-62;Jardins da Universidade ;Butantã ;Engenheiro Heitor Antônio Eiras Garcia, 240;141 C ;49;2;0;1;2007;Lindo apartamento no Butantã ;R$ 500,00;R$ 0,00;R$ 379.800,00;R$ 7.751,02;https://drive.google.com/drive/folders/1eNe2oRcTKa-wzL-Cd8_Ue5-hISLe4QW6
601251079-55;Casa;Vila Gumercindo;Dom Lúcio de Sousa,254;254;184;3;;3;2007;Otima casa Vila Gumercindo;;;R$ 960.000,00;R$ 5.217,39;https://drive.google.com/drive/folders/1OWm0mowWl_RO3Kcv4LUXZqhUB-bB-Az4
601251061-158;Ipiranga Premium;Ipiranga;Gama Lobo, 1217;253 A;101;2;1;2;2003;Maravilhoso apartamento no Ipiranga ;R$ 1.254,04;R$ 4.000,00;R$ 1.190.000,00;R$ 11.782,18;https://drive.google.com/drive/folders/1L9CZP_XJIKbeuDu8b5XZnAES0Hi2Rczf
601351182-2;Claudius;Cambuci;Heitor Peixoto, 725;904;60;2;x;1;1981;Ótimo apartamento no Cambuci;R$ 650,00;x;R$ 320.000,00;R$ 5.333,33;https://drive.google.com/drive/folders/1_g7Pa1tUz-ci6987DJLCDHDXdFAnsjpM
601251156-3;Jardim das artes;Alto da Lapa;Mercedes, 135;33;212;4;2;3;1991;Lindo apartamento no Alto da Lapa;R$ 3.200,00;x;R$ 1.490.000,00;R$ 7.028,30;https://drive.google.com/drive/folders/11TlUlrmmQ6YDZbeLw4NNt47Gysljj6O1
601181028-21;Golden Garden;Vila Suzana;Crítios, 251;51;185;3;1;3;1984;Maravilhoso apartamento na Vila Suzana ;R$ 1.238,00;R$ 478,00;R$ 750.000,00;R$ 4.054,05;https://drive.google.com/drive/folders/1pzb9lH6tLDB_gsH7ukVX3YxQSdoohnPq
601181028-18;Casa;Olaria;Roma, nº 140;x;432;;4;2;2012;Exelente casa de Condomínio na Olaria;R$ 1.014,00;R$ 682,00;R$ 1.840.000,00;R$ 4.259,26;https://drive.google.com/drive/folders/1YnbUB2gjV3CR-nlxl9gfbLXhBA9XUiUX?usp=sharing
601181028-30;O Parque ;Jardim das Acácias ;Roque Petroni Júnior, 630;151;195;4;4;3;2023;Maravilhoso apartamento no Jardim das Acácias;R$ 2.946,00;R$ 3.390,00;R$ 3.080.000,00;R$ 15.794,87;https://drive.google.com/drive/folders/1hKaolF4yJFceS1kV1NTRlIzkn6LPzOjZ
601181028-10;Terreno ;Jardim Marajoara;Sergio Milliet, 105;x;1220;x;x;x;x;Ótimo terreno no Jardim Marajoara ;x;R$ 5.000,00;R$ 2.430.000,00;R$ 1.991,80;https://drive.google.com/drive/folders/1wDlMEe-W_TlPkqM2AG6jQSLXJhBNOVry
601251079-52;Príncipe de Gales ;Moema ;Eucaliptos, 113;202;110;3;1;3;1996;Ótimo apartamento em Moema ;R$ 1.900,00;R$ 6.970,00;R$ 1.380.000,00;R$ 12.545,45;https://drive.google.com/drive/folders/1pAV-Vrzd4iWjxwaaHA6AE72YFAREYbny
601251046-279;Ville de Provence ;Perdizes ;Wanderley, 466;51;171;3;5;3;1999;Maravilhoso apartamento em Perdizes ;R$ 2.771,00;R$ 1.207,00;R$ 2.450.000,00;R$ 14.327,49;https://drive.google.com/drive/folders/1yNttgZ_is5GTVS-xPreh-vg1HWF3_81d
601351189-47;Smiley Home Resort;Butantã;São Paulo Paraná, 10100;42 A;91;2;1;1;2016;Ótimo apartamento no Butantã;R$ 633,00;R$ 96,00;R$ 614.900,00;R$ 6.757,14;https://drive.google.com/drive/folders/1QiH_T0W1n_T4x_TGkD1YMtcIRfTYe3HZ
601251022-120;Santa Filomena;Vila Buarque ;Amaral Gurgel, 148;11;86;1;0;0;1964;Lindo apartamento na Vila Buarque;R$ 590,00;R$ 0,00;R$ 290.000,00;R$ 3.372,09;https://drive.google.com/drive/folders/1Ed2K4FJY8p7P9y14M5b7K7FLY0rSEi9h
601251084-147;Ville Helene ;Bosque da Saúde ;Itapiru, 224;135;60;2;1;2;1996;Lindo apartamento no Bosque da Saúde ;R$ 1.044,00;R$ 1.996,00;R$ 598.000,00;R$ 9.966,67;https://drive.google.com/drive/folders/1XjQpPq8XV2q97tr-bcZb7NSl7hap50Rq
https://www.usenonstop.com/imoveis/fabiopugliesi/IN8PO;Parque Ibirapuera ;Vila Mariana ;Pelotas, 541;1002 bloco A ;60;2;0;1;2000;Lindo apartamento na Vila Mariana ;R$ 1.147,00;R$ 0,00;R$ 540.000,00;R$ 9.000,00;https://drive.google.com/drive/folders/1ISchoD2aNrOuxbAZFYeD5QeubE5I_i3S
602011004-67;Viva Benx Vila Mascote ;Vila Mascote ;Túlio Teodoro de Campos, 6;34;34;2;0;0;2019;Lindo apartamento na Vila Mascote ;R$ 507,04;R$ 0,00;R$ 295.000,00;R$ 8.676,47;https://drive.google.com/drive/folders/1xmQ4jZ6kRssDt2LsHdYBko80QBQSP3pU
601251072-52;Parc Mondrain ;Moema;Anapurus, 1440;151;202;3;3;0;2006;Maravilhoso apartamento em Moema ;R$ 3.711,37;R$ 0,00;R$ 2.590.000,00;R$ 12.821,78;https://drive.google.com/drive/folders/1Gez87ACI1VqKPe7VF-YLWLvIvc4dsB0o
601181052-12;Origem Tatuapé;Tatuapé ;Celso Garcia, 5640;142;102;2;0;0;2017;Maravilhoso apartamento no Tatuapé ;R$ 0,00;R$ 0,00;R$ 1.050.000,00;R$ 10.294,12;https://drive.google.com/drive/folders/1x8-kkOn2jpQ_CLCoXNY5QlrPYmYHnxgO
601251161-6;Terreno;Jabaquara ;Geni, 116;x;240;0;0;2;1970;Maravilhoso terreno no Jabaquara ;R$ 0,00;R$ 2.150,70;R$ 398.500,00;R$ 1.660,42;https://drive.google.com/drive/folders/1gM-W0041C4MfeTZSxunnx5Ass6Z1N_8f
601251024-4;Casa;Jardim Marajoara;Álvaro de Souza Lima, nº 86;151;600;3;3;6;x;Perfeita casa no Jardim Marajoara;R$ 0,00;R$ 867,67;R$ 2.490.000,00;R$ 4.150,00;https://drive.google.com/drive/folders/1EypHIU_JQaDSzc5dLA79jk7yDw2RGFu6?usp=sharing
601251061-160;Alléria Kallas;Vila Mascote;Araquém, nº 187;22;229;3;3;2;2023;Perfeito apartamento na Vila Mascote;R$ 2.194,02;x;R$ 1.830.000,00;R$ 7.991,27;https://drive.google.com/drive/folders/13tpMYECLzqfDCW5EQqYr1A0WISq9RMmY?usp=sharing
601251182-99;Parc de Fontainebleau;Real Parque;Camilo Nader 315;62;210;4;;3;1997;Incrível apartamento no Real Parque;R$ 4.986,00;R$ 1.573,00;R$ 1.390.000,00;R$ 6.619,05;https://drive.google.com/drive/folders/1PqO-_WbpqKqbaUrZDBKwTrwKt8T52Ajh?usp=sharing
601251182-100;La Vita ;Vila Liviero ;Carlos Liviero, 611;135 torre 4 ;54;2;1;1;2012;Lindo apartamento na Vila Liviero ;R$ 350,00;R$ 25,00;R$ 330.000,00;R$ 6.111,11;https://drive.google.com/drive/folders/1XtigrGZb-CZK3ZmD1ZCVXcVa7PsP64o4
601251062-22;Carmel;Consolação;Ceará, 449;152;143;3;1;2;1977;Maravilhoso apartamento na Consolação ;R$ 3.684,00;R$ 15.022,00;R$ 1.850.000,00;R$ 12.937,06;https://drive.google.com/drive/folders/1z2qMDCkOZUI5FJCvEd1UKv9tVIF_33zo
601181052-16;Origem Tatuapé;Tatuapé;Celso Garcia, 5640;22;102;3;2;0;2017;Ótimo apartamento no Tatuapé ;R$ 0,00;R$ 0,00;R$ 1.040.000,00;R$ 10.196,08;https://drive.google.com/drive/folders/1FMiKtX-27b7ln3q9bqV_uiJdFOciZpQY
601251067-33;Rochester XCVV;Parque das Nações;Estados Unidos, 781;6;150;3;3;2;2020;Maravilhosa cobertura no Parque das Nações ;R$ 120,00;R$ 75,00;R$ 788.000,00;R$ 5.253,33;https://drive.google.com/drive/folders/1_NifmWzl6OuH_eCDYCY4jJy-vDV3ZKty
601351210-34;Aguas de Marco;Vila Andrade;jose de oliveira coelho, 685;91B;257;4;4;4;2013;Apartamento com 223m², 4 Suites e 4 Vagas;R$ 1.900,00;R$ 1.100,00;R$ 1.850.000,00;R$ 7.198,44;https://drive.google.com/drive/folders/1122Wjusqf1yStCZ6JJ5oxw7G14v_ovR7?usp=sharing
601251024-17;Manes Pinheiros;Pinheiros;Lisboa, nº 433;21;123;2;0;1;1974;Ótimo apartamento em Pinheiros;R$ 1.904,00;R$ 204,00;R$ 1.240.000,00;R$ 10.081,30;https://drive.google.com/drive/folders/1N1TsHwDVKVMuvb9JBb_JgyaLYV2AjA7M?usp=sharing
601251064-40;Ana Regina;Higienópolis;Piaui, nº 471;5B;191;3;1;;1968;Excelente apartamento em Higienópolis;R$ 3.389,00;R$ 549,00;R$ 1.550.000,00;R$ 8.115,18;https://drive.google.com/drive/folders/1TTfcgTlV0isFp16SkZVxs3W6ArkQl8IU?usp=sharing
601181007-11;Conjunto Comercial;Vila Romana ;Queiroz Filho, 1700;x;45;0;0;1;2010;Ótimo conjunto comercial/sala na Vila Romana ;x;x;R$ 310.000,00;R$ 6.888,89;https://drive.google.com/drive/folders/1yAOeOeSBuciSqERg4Xlz-WpUHrQNrYKZ
601251010-305;Las Ventanas ;Jardim Caravelas;Abilio Borin, 158;62 torre 1;82;2;1;2;2014;Ótimo apartamento no Jardim Caravelas ;R$ 720,40;R$ 227,00;R$ 930.000,00;R$ 11.341,46;https://drive.google.com/drive/folders/1RJnWIvV1yS06HLCndERNzsOpZo2_2A1B
601251099-114;Alpes;Vila Gomes Cardim;Monte Serrat, nº 658;111;60;2;;x;1972;Belissimo apartamento na Vila Gomes Cardim;;;R$ 310.000,00;R$ 5.166,67;https://drive.google.com/drive/folders/1zpjXR6lD9c90J4p8dAKaH0TsJ5AGnKgf?usp=sharing
601251076-199;Simone ;Campo Belo;Antonio de Macedo Soares, 1234;226;84;2;1;1;1984;Lindo apartamento no Campo Belo ;R$ 770,00;R$ 379,61;R$ 699.000,00;R$ 8.321,43;https://drive.google.com/drive/folders/1zHwZwY2eDrvBf1k-AwQpe9g9QU-Hy-CH
601251046-261;Quad Studios;Campo Belo;Barao de Jaceguai, nº 1875;35;125;3;3;2;2022;Lindo apartamento no Campo Belo;R$ 1.215,00;R$ 150,00;R$ 2.139.000,00;R$ 17.112,00;https://drive.google.com/drive/folders/1ETYqfEpvsRB94jKZtLMoXvDXgOazZpkt?usp=sharing
601251082-2;Farroupilha;Vila Mariana;Cabrini, nº 240;91;138;3;1;2;;Incrivel apartamento Na Vila Mariana;R$ 1.421,00;R$ 270,00;R$ 1.300.000,00;R$ 9.420,29;https://drive.google.com/drive/folders/103NrRTcPBe4lptHEDdLJzVkiLPbHMp3D?usp=sharing
601351189-11;Van der Rohe;Vila Andrade;Charles Spencer Chaplin, nº 204;51;127;3;1;2;1985;Belíssimo apartamento Vila Andrade;R$ 1.200,00;R$ 53,00;R$ 579.800,00;R$ 4.565,35;https://drive.google.com/drive/folders/1fkFBpUGwZ26ylVngN7-RMon2o7Zvf2Iv?usp=sharing
601251076-196;Conjunto Jardim Cupece;Americanópolis;José Eid Maluf, nº 387;12 Bloco 20;45;2;x;1;1984;Perfeito apartamento em Americanópolis;R$ 493,00;x;R$ 224.500,00;R$ 4.988,89;https://drive.google.com/drive/folders/1BQXpw7sFmhRshOYq-OMP9ENHJgRSgnhF?usp=sharing
601251021-163;Garden Plaza;Bela Vista;Rocha, nº 35;13;46;1;x;x;1976;Maravilhosos apartaento na Bela Vista;R$ 501,65;x;R$ 450.000,00;R$ 9.782,61;https://drive.google.com/drive/folders/1wlp2DSF-T6ht2T1GYEN2L27M9pRIQvds?usp=sharing
601251046-262;O Parque;Jardim das Acácias;Roque Petroni Junior, nº 630;173;405;;;2;2022;Lindo apartamento no Jardim das Acácias;R$ 1.880,00;R$ 220,00;R$ 1.870.000,00;R$ 4.617,28;https://drive.google.com/drive/folders/1w_TqxWentZwhiw0OptW_BBnWYZCaE8SK?usp=sharing
601351190-1;Smiley Home Resort;Butantã;São Paulo Paraná, nº 10100;161 A;91;2;1;1;2016;Incrível apartamento no Butantã;R$ 620,00;R$ 965,00;R$ 649.800,00;R$ 7.140,66;https://drive.google.com/drive/folders/1vTHgAQhShIj5KlFWSRVqP2aCkfrBpX4o?usp=sharing
601251061-129;Condessa Gabriela;Jardins;Sarutaia, nº 353;121;260;4;1;2;1980;Belíssima cobertura no Jardins;R$ 5.047,67;R$ 2.958,46;R$ 2.780.000,00;R$ 10.692,31;https://drive.google.com/drive/folders/1fCo1vnMiko4__c2vwobcRymUJa4KmNUC?usp=sharing
601251048-64;Residencial Maison Belle Epóque;Pacaembu;Traipu, nº 352;91;468;4;1;3;1987;Magnífico apartamento no Pacaembu;R$ 3.900,00;R$ 1.810,00;R$ 2.250.000,00;R$ 4.807,69;https://drive.google.com/drive/folders/1rTcFrer2XqJN1zdl8zohchnawlVSrh8w?usp=sharing
601181020-1;Residencial Jardim da Lapa;Lapa;William Speers, nº 590;301 B;47;2;x;1;1984;Lindo apartamento na Lapa;R$ 612,00;R$ 192,00;R$ 260.000,00;R$ 5.531,91;https://drive.google.com/drive/folders/1rGxYtDQGO73ajNBdZ6q0QjNB3DkCBqeP?usp=sharing
601251125-22;Studio Avanhandava;República;Avanhandava, 63;205;26;1;0;0;2015;Lindo studio na República ;R$ 578,29;;R$ 380.000,00;R$ 14.615,38;https://drive.google.com/drive/folders/19yD155GPMX7JD7upXMqFWeFSqWIIiz2M
601351175-9;Juruce;Higienópolis;Rio de Janeiro, nº 151;12;277;3;1;2;1973;Magnífico apartamento em Higienópolis;R$ 5.000,00;R$ 1.566,00;R$ 3.280.000,00;R$ 11.841,16;https://drive.google.com/drive/folders/1Mfe0Lqv9kxI7xEI9X9RMf1jtByva_S6s?usp=sharing
601251032-19;Itapema;Vila Olímpia;Santa Justina, nº 203;92;92;2;;1;1988;Lindo apartamento na Vila Olímpia;R$ 1.592,27;R$ 201,00;R$ 997.000,00;R$ 10.836,96;https://drive.google.com/drive/folders/1iC8j43I6DEBvo67VnmyB3M0D3giISf00?usp=sharing
602011034-10;Antonini;Jaguaribe - Osasco ; Avenida Doná Blandina Ignêz Júlio, 665;74 bloco 5;63;2;0;1;2020;Lindo apartamento em Jaguaribe - Osasco ;R$ 412,00;R$ 1.800,00;R$ 270.000,00;R$ 4.285,71;https://drive.google.com/drive/folders/1w1RgeUXI5Fthisa4-clmsslxp8--UasE
602011006-22;Quartier Vila Mascote ;Vila Alexandria ;Maratona, 285;91;108;3;1;2;2013;Maravilhoso apartamento na Vila Alexandria ;R$ 1.331,00;R$ 3.875,00;R$ 1.380.000,00;R$ 12.777,78;https://drive.google.com/drive/folders/1wIjwbP9WdF3F5i4L84RkMjdVE6b_dABQ
601251048-78;Magno;Aclimação;Paula Ney, 188 ;62;240;3;3;4;2012;Maravilhoso apartamento na Aclimação ;R$ 5.315,00;R$ 21.632,00;R$ 3.490.000,00;R$ 14.541,67;https://drive.google.com/drive/folders/1jP9uUregCpKRv0xM5ZfNFdQ6zS9H4l-3
601351152-23;Palazzo Gritti;Vila Nova Conceição;Gararu, 140;504;46;1;1;1;1985;Ótimo apartamento na Vila Nova Conceição ;R$ 838,00;R$ 1.553,00;R$ 595.000,00;R$ 12.934,78;https://drive.google.com/drive/folders/1lsffc2UGx_CwTZuU5roBrSgLhQN0v2oH
601181047-2;Tate Real Parque;Real Parque;São Paulo Antigo, nº 467;63A;87;3;x;2;2017;Magnifíco apartamento no Real Parque;R$ 1.400,00;R$ 600,00;R$ 870.000,00;R$ 10.000,00;https://drive.google.com/drive/folders/1Qqz9C0oY20tCJ90LKFNyHMRh6RfShnvO?usp=sharing
601181002-115;Indiana Belvedere;Vila Indiana;Sousa Reis, 120;121 A;182;4;1;3;1988;Maravilhosa cobertura na Vila Indiana;R$ 1.848,00;R$ 552,00;R$ 1.290.000,00;R$ 7.087,91;https://drive.google.com/drive/folders/1JuFsDskVJRtg6-8rmOLbn5xI2u_o2eQg
601251102-4;Conjunto das Antilhas ;Jardim Paulista ;José Maria Lisboa, 534;82;89;2;0;1;1974;Ótimo apartamento no Jardim Pauilista ;R$ 1.081,00;x;R$ 910.000,00;R$ 10.224,72;https://drive.google.com/drive/folders/1i2BxS7qsZjF8Res8ZvHw-g0tSv5VJwtS
601251061-155;Stella Campo Belo;Campo Belo;Rita Joana de Sousa, 502;603 torre 2;110;2;2;2;2023;Perfeito apartamento no Campo Belo;R$ 1.444,80;R$ 660,69;R$ 2.390.000,00;R$ 21.727,27;https://drive.google.com/drive/folders/13O8OPTE6elZ49kzj4bKEf_qxY5hoU83N
601251099-134;Harmony Plan;Brooklin;Flórida, 169;21;112;2;1;2;1997;Maravilhoso apartamento no Brooklin ;R$ 2.131,00;x;R$ 1.100.000,00;R$ 9.821,43;https://drive.google.com/drive/folders/19bzJ6oD3wRcZ82Gr3qstQm3_aajcg_yp
601251047-1009;Metrocasa Berrini;Brooklin Paulista ;Catipara, 285;704;24;1;0;0;2025;Ótimo apartamento no Brooklin Paulista ;R$ 0,00;R$ 0,00;R$ 318.000,00;R$ 13.250,00;https://drive.google.com/drive/folders/1hpJ8p8VOjQbcaGJjJkaw4HFDDpdcTlxk
602011002-37;Marbella;Vila Santa Catarina;Salvador Iacona, 243;13 B;59;2;0;0;1982;Lindo apartamento na Vila Santa Catarina ;R$ 866,00;R$ 170,00;R$ 450.000,00;R$ 7.627,12;https://drive.google.com/drive/folders/1m4NfE52anyhGhj2CoDmliylC65PRGxkU
601251165-15;My Space ;Vila Nova Conceição;Clodomiro Amazonas, 1346;62;71;2;1;2;2009;Lindo apartamento na Vila Nova Conceição;R$ 1.695,00;R$ 3.200,00;R$ 1.070.000,00;R$ 15.070,42;https://drive.google.com/drive/folders/1DpUILtCy5qLtXfbnVcaYpX2v7iLmyAsR
601251021-167;Bela Cintra Residence ;Consolação ;Bela Cintra, 338 ;127 B ;40;1;0;1;2001;Lindo apartamento na Consolação ;R$ 589,00;R$ 53,00;R$ 580.000,00;R$ 14.500,00;https://drive.google.com/drive/folders/1p2QhYIs40AXMUrdRlozdCxI5osqw1gsW
601351186-2;Jardins de França ;Jardim Ester Yolanda ;Francisco Valente, 131;62;87;3;1;2;2013;Lindo apartamento no Jardim Ester Yolanda ;R$ 870,00;R$ 359,77;R$ 750.000,00;R$ 8.620,69;https://drive.google.com/drive/folders/1wlsWEmQ3h_TaBdftcnsWRkYtnMwo9rpW
601251155-1;Conjunto das Antilhas ;Jardim Paulista ;José Maria Lisboa, 534;72;88;2;1;1;1975;Lindo apartamento no Jardim Paulista ;R$ 1.724,00;R$ 350,00;R$ 1.180.000,00;R$ 13.409,09;https://drive.google.com/drive/folders/1skqS_AFytfj-N4voV5Dw_N-JCkgTTmlt
601251021-168;Spazio Pompéia ;Pompéia ;Miranda de Azevedo, 1059;144;110;3;1;2;2007;Ótimo apartamento na Pompéia ;R$ 1.451,00;R$ 550,00;R$ 1.350.000,00;R$ 12.272,73;https://drive.google.com/drive/folders/1V5uV97mgv3tEXJ1tZObGq5VdkRdfVL8Q
601251085-116;Alessandra;Sacomã;Alencar Araripe, nº 654;134;57;2;1;1;1995;Incrível apartamento no Sacomã;R$ 483,00;x;R$ 320.000,00;R$ 5.614,04;https://drive.google.com/drive/folders/1S3iKHdLdMpAmFun8422YRVnBGf3kG7gQ?usp=sharing
601251087-22;Cristall Parque Da Aclimação;Aclimação;Baturite, nº 200;81A;276;4;4;4;2010;Excelente apartamento na Aclimação;R$ 2.954,20;R$ 2.337,87;R$ 4.480.000,00;R$ 16.231,88;https://drive.google.com/drive/folders/1YvoZNTM2g568gadgu_3biUuRU-SS5fKT?usp=sharing
601251076-184;Prédio;Vila Olímpia;Cardoso de Melo, nº 1727;x;140;x;x;x;1989;Incrível prédio na Vila Olímpia;x;R$ 1.121,15;R$ 3.419.000,00;R$ 24.421,43;https://drive.google.com/drive/folders/1hOhOE6kPGhdKFMHhpsiq7AgLZmvMRiSo?usp=sharing
601251048-67;Itanhaçu;Aclimação ;Castro Alves, 402;102;105;2;2;1;1972;Ótimo apartamento na Aclimação;R$ 1.345,69;x;R$ 745.000,00;R$ 7.095,24;https://drive.google.com/drive/folders/19fvHurIrXJpwIzKmfMckBajt3JDRMvID
601251112-1769;VN Consolação ;Consolação ;Consolação, 297;418;38;1;1;0;2022;Ótimo apartamento na Consolação ;R$ 990,00;R$ 680,00;R$ 520.000,00;R$ 13.684,21;https://drive.google.com/drive/folders/1KVuNgL8v57LtbhI726SnzuIhHQaXonZ5
601251058-10;Castel San Marco;Vila Suzana;Domingos Lopes da Silva, nº 1042;82;97;2;1;2;1996;Lindo apartamento na Vila Suzana;R$ 1.680,00;R$ 352,00;R$ 580.000,00;R$ 5.979,38;https://drive.google.com/drive/folders/1mjacQCQ25Kpofa_l_83_uwwuH5pr5VH4?usp=sharing
601251182-20;Asahi;Vila Gumercindo ;Don Pero Leitão, 153;14;65;2;0;1;2007;Ótimo apartamento na Vila Gumercindo ;R$ 881,37;R$ 142,00;R$ 540.000,00;R$ 8.307,69;https://drive.google.com/drive/folders/13M9Rrq2COoFrp04pxTwFHl91nn_0Qp6R
601251035-4;Flamboyant;Perdizes;Emílio Ribas, nº 41;71;175;3;3;3;1989;Lindo apartamento em Perdizes;R$ 3.900,00;R$ 1.745,00;R$ 1.590.000,00;R$ 9.085,71;https://drive.google.com/drive/folders/1-xvlqaR_daWwtlwT_oThuixfRk5AvxZs?usp=sharing
601251027-5;Quebec;Real Parque;Goiás, nº 155;83;85;3;1;2;2010;Ótimo apartamento no Real Parque;R$ 1.090,30;R$ 382,00;R$ 590.000,00;R$ 6.941,18;https://drive.google.com/drive/folders/1zy_3EI3RLDtHYzJMgXk_t88-fUoK4eHN?usp=sharing
601251010-272;Siga Moema;Moema;Irai, nº 312;23;29;1;;x;2021;Incrível apartamento em Moema;R$ 500,00;R$ 146,00;R$ 650.000,00;R$ 22.413,79;https://drive.google.com/drive/folders/1APPobojjPPh7Hbb5rCJKB9cxL90H--HK?usp=sharing
601251058-14;Porto Príncipe ;Morumbi;José Carlos de Toledo Pizza, 175;73;45;2;0;1;1983;Lindo apartamento no Morumbi ;R$ 759,00;;R$ 299.000,00;R$ 6.644,44;https://drive.google.com/drive/folders/1qu0Zd3-_V1P6OipFqM8222M0aZHkVLUg
601181022-3;Morumbi Medical Center;Jardim Guedala;José Jannarelli, nº 199;101;61;;;2;;Excelente apartamento no Jardim Guedala;R$ 1.369,00;R$ 236,00;R$ 520.000,00;R$ 8.524,59;https://drive.google.com/drive/folders/16CLTjMXfYYWh3Vdk0jr-XMCN46myC2XW?usp=sharing
601181017-12;Casa;City América ;José Rebouças de Carvalho, 278;x;550;4;2;3;;Maravilhosa casa no City América ;R$ 0,00;R$ 21.512,00;R$ 2.100.000,00;R$ 3.818,18;https://drive.google.com/drive/folders/1yQ1gafWvBzc0bSeg379dIha61mhNlvDZ
